country;year;sex;suicides_no
Chile;2013;male;298
Chile;2013;male;516
Chile;2013;male;224
Chile;2013;female;13
Chile;2013;female;6
Chile;2013;female;52
Chile;2013;female;54
Chile;2013;female;14
Chile;2013;male;12
Chile;2013;female;8
Chile;2014;male;92
Chile;2014;male;38
Chile;2014;male;536
Chile;2014;male;289
Chile;2014;male;238
Chile;2014;female;127
Chile;2014;female;6
Chile;2014;female;58
Chile;2014;female;52
Chile;2014;female;8
Chile;2014;male;12
Chile;2014;female;9
Chile;2015;male;117
Chile;2015;male;31
Chile;2015;male;513
Chile;2015;male;296
Chile;2015;male;224
Chile;2015;female;136
Chile;2015;female;78
Chile;2015;female;66
Chile;2015;female;64
Chile;2015;female;21
Chile;2015;female;13
Chile;2015;male;9
Colombia;1985;male;21
Colombia;1985;male;113
Colombia;1985;male;193
Colombia;1985;male;256
Colombia;1985;male;188
Colombia;1985;female;117
Colombia;1985;female;45
Colombia;1985;female;3
Colombia;1985;female;31
Colombia;1985;female;12
Colombia;1985;male;12
Colombia;1985;female;1
Colombia;1986;male;13
Colombia;1986;male;26
Colombia;1986;male;189
Colombia;1986;male;81
Colombia;1986;male;187
Colombia;1986;female;121
Colombia;1986;female;48
Colombia;1986;female;13
Colombia;1986;female;26
Colombia;1986;female;1
Colombia;1986;male;1
Colombia;1987;male;31
Colombia;1987;male;86
Colombia;1987;male;14
Colombia;1987;male;192
Colombia;1987;male;147
Colombia;1987;female;118
Colombia;1987;female;29
Colombia;1987;female;27
Colombia;1987;female;1
Colombia;1987;female;2
Colombia;1987;male;16
Colombia;1987;female;9
Colombia;1988;male;27
Colombia;1988;male;214
Colombia;1988;male;83
Colombia;1988;male;243
Colombia;1988;male;16
Colombia;1988;female;85
Colombia;1988;female;6
Colombia;1988;female;41
Colombia;1988;female;26
Colombia;1988;male;14
Colombia;1988;female;4
Colombia;1988;female;9
Colombia;1989;male;17
Colombia;1989;male;87
Colombia;1989;male;194
Colombia;1989;male;152
Colombia;1989;male;191
Colombia;1989;female;78
Colombia;1989;female;45
Colombia;1989;female;4
Colombia;1989;female;34
Colombia;1989;female;13
Colombia;1989;female;4
Colombia;1989;male;12
Colombia;1990;male;21
Colombia;1990;male;85
Colombia;1990;male;22
Colombia;1990;male;174
Colombia;1990;male;153
Colombia;1990;female;95
Colombia;1990;female;41
Colombia;1990;female;4
Colombia;1990;female;14
Colombia;1990;female;3
Colombia;1990;male;12
Colombia;1990;female;7
Colombia;1991;male;28
Colombia;1991;male;89
Colombia;1991;male;216
Colombia;1991;male;14
Colombia;1991;male;175
Colombia;1991;female;1
Colombia;1991;female;54
Colombia;1991;female;36
Colombia;1991;female;3
Colombia;1991;female;1
Colombia;1991;male;24
Colombia;1991;female;9
Colombia;1992;male;18
Colombia;1992;male;2
Colombia;1992;male;251
Colombia;1992;male;274
Colombia;1992;male;18
Colombia;1992;female;111
Colombia;1992;female;53
Colombia;1992;female;48
Colombia;1992;female;6
Colombia;1992;female;17
Colombia;1992;male;17
Colombia;1992;female;1
Colombia;1993;male;22
Colombia;1993;male;18
Colombia;1993;male;279
Colombia;1993;male;226
Colombia;1993;male;215
Colombia;1993;female;11
Colombia;1993;female;53
Colombia;1993;female;16
Colombia;1993;female;36
Colombia;1993;male;21
Colombia;1993;female;8
Colombia;1994;male;31
Colombia;1994;male;313
Colombia;1994;male;11
Colombia;1994;male;247
Colombia;1994;male;216
Colombia;1994;female;13
Colombia;1994;female;59
Colombia;1994;female;19
Colombia;1994;female;44
Colombia;1994;female;2
Colombia;1994;female;14
Colombia;1994;male;13
Colombia;1995;male;27
Colombia;1995;male;11
Colombia;1995;male;253
Colombia;1995;male;271
Colombia;1995;male;213
Colombia;1995;female;116
Colombia;1995;female;55
Colombia;1995;female;63
Colombia;1995;female;16
Colombia;1995;male;15
Colombia;1995;female;1
Colombia;1995;female;1
Colombia;1996;male;33
Colombia;1996;male;124
Colombia;1996;male;289
Colombia;1996;male;259
Colombia;1996;male;225
Colombia;1996;female;121
Colombia;1996;female;58
Colombia;1996;female;44
Colombia;1996;female;15
Colombia;1996;female;3
Colombia;1996;male;21
Colombia;1996;female;17
Colombia;1997;male;34
Colombia;1997;male;117
Colombia;1997;male;315
Colombia;1997;male;242
Colombia;1997;male;234
Colombia;1997;female;117
Colombia;1997;female;7
Colombia;1997;female;57
Colombia;1997;female;17
Colombia;1997;female;3
Colombia;1997;male;19
Colombia;1997;female;17
Colombia;1998;male;51
Colombia;1998;male;57
Colombia;1998;male;182
Colombia;1998;male;42
Colombia;1998;male;374
Colombia;1998;female;247
Colombia;1998;female;97
Colombia;1998;female;88
Colombia;1998;female;47
Colombia;1998;female;18
Colombia;1998;male;36
Colombia;1998;female;3
Colombia;1999;male;53
Colombia;1999;male;217
Colombia;1999;male;56
Colombia;1999;male;414
Colombia;1999;male;425
Colombia;1999;female;24
Colombia;1999;female;97
Colombia;1999;female;9
Colombia;1999;female;46
Colombia;1999;female;17
Colombia;1999;male;35
Colombia;1999;female;3
Colombia;2000;male;6
Colombia;2000;male;629
Colombia;2000;male;198
Colombia;2000;male;438
Colombia;2000;male;453
Colombia;2000;female;262
Colombia;2000;female;96
Colombia;2000;female;99
Colombia;2000;female;6
Colombia;2000;female;57
Colombia;2000;female;23
Colombia;2000;male;37
Colombia;2001;male;54
Colombia;2001;male;234
Colombia;2001;male;62
Colombia;2001;male;439
Colombia;2001;male;491
Colombia;2001;female;32
Colombia;2001;female;15
Colombia;2001;female;3
Colombia;2001;female;71
Colombia;2001;female;45
Colombia;2001;female;4
Colombia;2001;male;35
Colombia;2002;male;48
Colombia;2002;male;59
Colombia;2002;male;46
Colombia;2002;male;177
Colombia;2002;male;487
Colombia;2002;female;295
Colombia;2002;female;92
Colombia;2002;female;81
Colombia;2002;female;64
Colombia;2002;female;28
Colombia;2002;male;53
Colombia;2002;female;4
Colombia;2003;male;49
Colombia;2003;male;235
Colombia;2003;male;424
Colombia;2003;male;58
Colombia;2003;male;441
Colombia;2003;female;299
Colombia;2003;female;93
Colombia;2003;female;96
Colombia;2003;female;35
Colombia;2003;female;6
Colombia;2003;female;48
Colombia;2003;male;35
Colombia;2004;male;74
Colombia;2004;male;229
Colombia;2004;male;522
Colombia;2004;male;397
Colombia;2004;male;465
Colombia;2004;female;246
Colombia;2004;female;91
Colombia;2004;female;9
Colombia;2004;female;85
Colombia;2004;female;29
Colombia;2004;male;56
Colombia;2004;female;41
Colombia;2005;male;63
Colombia;2005;male;517
Colombia;2005;male;219
Colombia;2005;male;352
Colombia;2005;male;434
Colombia;2005;female;225
Colombia;2005;female;93
Colombia;2005;female;87
Colombia;2005;female;27
Colombia;2005;male;52
Colombia;2005;female;5
Colombia;2005;female;28
Colombia;2006;male;78
Colombia;2006;male;521
Colombia;2006;male;48
Colombia;2006;male;211
Colombia;2006;male;453
Colombia;2006;female;197
Colombia;2006;female;96
Colombia;2006;female;9
Colombia;2006;female;33
Colombia;2006;male;46
Colombia;2006;female;4
Colombia;2006;female;4
Colombia;2007;male;67
Colombia;2007;male;245
Colombia;2007;male;493
Colombia;2007;male;41
Colombia;2007;male;475
Colombia;2007;female;28
Colombia;2007;female;15
Colombia;2007;female;82
Colombia;2007;female;4
Colombia;2007;male;37
Colombia;2007;female;16
Colombia;2007;female;3
Colombia;2008;male;69
Colombia;2008;male;25
Colombia;2008;male;417
Colombia;2008;male;479
Colombia;2008;male;51
Colombia;2008;female;26
Colombia;2008;female;85
Colombia;2008;female;82
Colombia;2008;male;47
Colombia;2008;female;27
Colombia;2008;female;43
Colombia;2008;female;5
Colombia;2009;male;72
Colombia;2009;male;426
Colombia;2009;male;252
Colombia;2009;male;481
Colombia;2009;male;517
Colombia;2009;female;27
Colombia;2009;female;72
Colombia;2009;female;46
Colombia;2009;female;87
Colombia;2009;male;54
Colombia;2009;female;32
Colombia;2009;female;3
Colombia;2010;male;65
Colombia;2010;male;436
Colombia;2010;male;48
Colombia;2010;male;225
Colombia;2010;male;463
Colombia;2010;female;187
Colombia;2010;female;78
Colombia;2010;female;72
Colombia;2010;male;41
Colombia;2010;female;39
Colombia;2010;female;5
Colombia;2010;female;16
Colombia;2011;male;6
Colombia;2011;male;45
Colombia;2011;male;382
Colombia;2011;male;231
Colombia;2011;male;498
Colombia;2011;female;159
Colombia;2011;female;69
Colombia;2011;female;87
Colombia;2011;female;29
Colombia;2011;male;41
Colombia;2011;female;34
Colombia;2011;female;4
Colombia;2012;male;69
Colombia;2012;male;486
Colombia;2012;male;412
Colombia;2012;male;266
Colombia;2012;male;455
Colombia;2012;female;151
Colombia;2012;female;73
Colombia;2012;female;41
Colombia;2012;female;83
Colombia;2012;male;44
Colombia;2012;female;6
Colombia;2012;female;33
Colombia;2013;male;69
Colombia;2013;male;45
Colombia;2013;male;26
Colombia;2013;male;381
Colombia;2013;male;462
Colombia;2013;female;141
Colombia;2013;female;81
Colombia;2013;female;11
Colombia;2013;female;41
Colombia;2013;male;41
Colombia;2013;female;36
Colombia;2013;female;5
Colombia;2014;male;83
Colombia;2014;male;48
Colombia;2014;male;283
Colombia;2014;male;395
Colombia;2014;male;477
Colombia;2014;female;132
Colombia;2014;female;82
Colombia;2014;female;43
Colombia;2014;female;82
Colombia;2014;male;37
Colombia;2014;female;5
Colombia;2014;female;27
Colombia;2015;male;82
Colombia;2015;male;473
Colombia;2015;male;317
Colombia;2015;male;379
Colombia;2015;male;56
Colombia;2015;female;176
Colombia;2015;female;111
Colombia;2015;female;96
Colombia;2015;female;1
Colombia;2015;female;45
Colombia;2015;female;44
Colombia;2015;male;39
Costa Rica;1985;male;32
Costa Rica;1985;male;32
Costa Rica;1985;male;12
Costa Rica;1985;male;33
Costa Rica;1985;male;1
Costa Rica;1985;female;8
Costa Rica;1985;female;3
Costa Rica;1985;female;3
Costa Rica;1985;female;1
Costa Rica;1985;male;2
Costa Rica;1985;female;1
Costa Rica;1986;male;3
Costa Rica;1986;male;48
Costa Rica;1986;male;2
Costa Rica;1986;male;26
Costa Rica;1986;male;2
Costa Rica;1986;female;7
Costa Rica;1986;female;1
Costa Rica;1986;female;2
Costa Rica;1986;female;2
Costa Rica;1986;female;1
Costa Rica;1986;male;1
Costa Rica;1987;male;5
Costa Rica;1987;male;34
Costa Rica;1987;male;29
Costa Rica;1987;male;22
Costa Rica;1987;male;7
Costa Rica;1987;female;8
Costa Rica;1987;female;7
Costa Rica;1987;female;5
Costa Rica;1987;female;2
Costa Rica;1988;male;4
Costa Rica;1988;male;49
Costa Rica;1988;male;14
Costa Rica;1988;male;32
Costa Rica;1988;male;22
Costa Rica;1988;female;8
Costa Rica;1988;female;6
Costa Rica;1988;female;3
Costa Rica;1989;male;5
Costa Rica;1989;male;19
Costa Rica;1989;male;4
Costa Rica;1989;male;2
Costa Rica;1989;male;23
Costa Rica;1989;female;12
Costa Rica;1989;female;9
Costa Rica;1989;female;7
Costa Rica;1989;female;1
Costa Rica;1989;female;2
Costa Rica;1989;male;2
Costa Rica;1990;male;5
Costa Rica;1990;male;49
Costa Rica;1990;male;15
Costa Rica;1990;male;35
Costa Rica;1990;male;31
Costa Rica;1990;female;1
Costa Rica;1990;female;6
Costa Rica;1990;female;5
Costa Rica;1990;female;2
Costa Rica;1990;female;3
Costa Rica;1990;male;4
Costa Rica;1990;female;1
Costa Rica;1991;male;41
Costa Rica;1991;male;16
Costa Rica;1991;male;31
Costa Rica;1991;male;2
Costa Rica;1991;male;15
Costa Rica;1991;female;1
Costa Rica;1991;female;6
Costa Rica;1991;female;3
Costa Rica;1991;male;1
Costa Rica;1992;male;48
Costa Rica;1992;male;3
Costa Rica;1992;male;15
Costa Rica;1992;male;3
Costa Rica;1992;male;28
Costa Rica;1992;female;12
Costa Rica;1992;female;5
Costa Rica;1992;female;2
Costa Rica;1992;female;4
Costa Rica;1992;male;2
Costa Rica;1993;male;8
Costa Rica;1993;male;47
Costa Rica;1993;male;18
Costa Rica;1993;male;38
Costa Rica;1993;male;26
Costa Rica;1993;female;9
Costa Rica;1993;female;9
Costa Rica;1993;female;3
Costa Rica;1993;female;6
Costa Rica;1994;male;5
Costa Rica;1994;male;44
Costa Rica;1994;male;36
Costa Rica;1994;male;15
Costa Rica;1994;male;3
Costa Rica;1994;female;1
Costa Rica;1994;female;9
Costa Rica;1994;female;3
Costa Rica;1994;female;7
Costa Rica;1994;male;3
Costa Rica;1995;male;62
Costa Rica;1995;male;45
Costa Rica;1995;male;19
Costa Rica;1995;male;4
Costa Rica;1995;male;2
Costa Rica;1995;female;13
Costa Rica;1995;female;11
Costa Rica;1995;female;4
Costa Rica;1995;female;7
Costa Rica;1995;male;5
Costa Rica;1995;female;1
Costa Rica;1996;male;8
Costa Rica;1996;male;6
Costa Rica;1996;male;47
Costa Rica;1996;male;49
Costa Rica;1996;male;19
Costa Rica;1996;female;11
Costa Rica;1996;female;6
Costa Rica;1996;female;2
Costa Rica;1996;female;4
Costa Rica;1996;male;2
Costa Rica;1996;female;1
Costa Rica;1997;male;28
Costa Rica;1997;male;5
Costa Rica;1997;male;39
Costa Rica;1997;male;42
Costa Rica;1997;male;4
Costa Rica;1997;female;14
Costa Rica;1997;female;1
Costa Rica;1997;female;6
Costa Rica;1997;female;4
Costa Rica;1997;male;5
Costa Rica;1997;female;1
Costa Rica;1997;female;2
Costa Rica;1998;male;7
Costa Rica;1998;male;55
Costa Rica;1998;male;68
Costa Rica;1998;male;24
Costa Rica;1998;male;42
Costa Rica;1998;female;8
Costa Rica;1998;female;1
Costa Rica;1998;female;6
Costa Rica;1998;female;5
Costa Rica;1998;male;4
Costa Rica;1998;female;1
Costa Rica;1998;female;2
Costa Rica;1999;male;8
Costa Rica;1999;male;52
Costa Rica;1999;male;27
Costa Rica;1999;male;5
Costa Rica;1999;male;46
Costa Rica;1999;female;8
Costa Rica;1999;female;6
Costa Rica;1999;female;6
Costa Rica;1999;female;2
Costa Rica;1999;female;1
Costa Rica;2000;male;6
Costa Rica;2000;male;77
Costa Rica;2000;male;5
Costa Rica;2000;male;53
Costa Rica;2000;male;24
Costa Rica;2000;female;11
Costa Rica;2000;female;1
Costa Rica;2000;female;7
Costa Rica;2000;female;3
Costa Rica;2000;female;5
Costa Rica;2000;female;1
Costa Rica;2000;male;1
Costa Rica;2001;male;7
Costa Rica;2001;male;44
Costa Rica;2001;male;61
Costa Rica;2001;male;22
Costa Rica;2001;male;32
Costa Rica;2001;female;9
Costa Rica;2001;female;9
Costa Rica;2001;female;1
Costa Rica;2001;female;8
Costa Rica;2001;male;4
Costa Rica;2001;female;1
Costa Rica;2002;male;8
Costa Rica;2002;male;54
Costa Rica;2002;male;84
Costa Rica;2002;male;58
Costa Rica;2002;male;28
Costa Rica;2002;female;18
Costa Rica;2002;female;8
Costa Rica;2002;female;9
Costa Rica;2002;female;3
Costa Rica;2002;male;4
Costa Rica;2002;female;1
Costa Rica;2003;male;13
Costa Rica;2003;male;39
Costa Rica;2003;male;91
Costa Rica;2003;male;55
Costa Rica;2003;male;62
Costa Rica;2003;female;28
Costa Rica;2003;female;9
Costa Rica;2003;female;11
Costa Rica;2003;female;3
Costa Rica;2003;female;2
Costa Rica;2003;male;2
Costa Rica;2004;male;14
Costa Rica;2004;male;42
Costa Rica;2004;male;6
Costa Rica;2004;male;68
Costa Rica;2004;male;5
Costa Rica;2004;female;1
Costa Rica;2004;female;12
Costa Rica;2004;female;6
Costa Rica;2004;female;12
Costa Rica;2004;female;1
Costa Rica;2004;female;3
Costa Rica;2004;male;2
Costa Rica;2005;male;98
Costa Rica;2005;male;35
Costa Rica;2005;male;48
Costa Rica;2005;male;44
Costa Rica;2005;male;4
Costa Rica;2005;female;14
Costa Rica;2005;female;16
Costa Rica;2005;female;7
Costa Rica;2005;female;2
Costa Rica;2005;female;2
Costa Rica;2005;male;2
Costa Rica;2006;male;123
Costa Rica;2006;male;61
Costa Rica;2006;male;37
Costa Rica;2006;male;63
Costa Rica;2006;male;5
Costa Rica;2006;female;18
Costa Rica;2006;female;2
Costa Rica;2006;female;1
Costa Rica;2006;female;14
Costa Rica;2006;female;6
Costa Rica;2006;male;6
Costa Rica;2006;female;5
Costa Rica;2007;male;9
Costa Rica;2007;male;53
Costa Rica;2007;male;32
Costa Rica;2007;male;46
Costa Rica;2007;male;4
Costa Rica;2007;female;2
Costa Rica;2007;female;11
Costa Rica;2007;female;9
Costa Rica;2007;female;3
Costa Rica;2007;female;1
Costa Rica;2007;male;1
Costa Rica;2008;male;11
Costa Rica;2008;male;52
Costa Rica;2008;male;31
Costa Rica;2008;male;38
Costa Rica;2008;male;4
Costa Rica;2008;female;2
Costa Rica;2008;female;9
Costa Rica;2008;female;5
Costa Rica;2008;female;1
Costa Rica;2008;female;6
Costa Rica;2008;female;2
Costa Rica;2008;male;1
Costa Rica;2009;male;6
Costa Rica;2009;male;86
Costa Rica;2009;male;51
Costa Rica;2009;male;32
Costa Rica;2009;male;6
Costa Rica;2009;female;1
Costa Rica;2009;female;11
Costa Rica;2009;female;13
Costa Rica;2009;female;5
Costa Rica;2009;female;3
Costa Rica;2009;male;1
Costa Rica;2010;male;74
Costa Rica;2010;male;16
Costa Rica;2010;male;36
Costa Rica;2010;male;7
Costa Rica;2010;male;4
Costa Rica;2010;female;12
Costa Rica;2010;female;16
Costa Rica;2010;female;1
Costa Rica;2010;female;5
Costa Rica;2010;male;5
Costa Rica;2011;male;72
Costa Rica;2011;male;9
Costa Rica;2011;male;85
Costa Rica;2011;male;4
Costa Rica;2011;male;52
Costa Rica;2011;female;2
Costa Rica;2011;female;8
Costa Rica;2011;female;14
Costa Rica;2011;female;8
Costa Rica;2011;male;5
Costa Rica;2011;female;1
Costa Rica;2011;female;2
Costa Rica;2012;male;94
Costa Rica;2012;male;55
Costa Rica;2012;male;58
Costa Rica;2012;male;4
Costa Rica;2012;male;8
Costa Rica;2012;female;16
Costa Rica;2012;female;1
Costa Rica;2012;female;6
Costa Rica;2012;female;7
Costa Rica;2012;male;5
Costa Rica;2012;female;3
Costa Rica;2013;male;75
Costa Rica;2013;male;12
Costa Rica;2013;male;49
Costa Rica;2013;male;82
Costa Rica;2013;male;48
Costa Rica;2013;female;11
Costa Rica;2013;female;13
Costa Rica;2013;female;8
Costa Rica;2013;male;6
Costa Rica;2013;female;5
Costa Rica;2013;female;1
Costa Rica;2013;female;1
Costa Rica;2014;male;46
Costa Rica;2014;male;76
Costa Rica;2014;male;49
Costa Rica;2014;male;43
Costa Rica;2014;male;6
Costa Rica;2014;female;12
Costa Rica;2014;female;12
Costa Rica;2014;female;2
Costa Rica;2014;female;11
Costa Rica;2014;female;5
Costa Rica;2014;female;3
Costa Rica;2014;male;3
Croatia;1995;male;77
Croatia;1995;male;216
Croatia;1995;male;226
Croatia;1995;female;39
Croatia;1995;male;89
Croatia;1995;male;73
Croatia;1995;female;99
Croatia;1995;female;65
Croatia;1995;female;21
Croatia;1995;female;17
Croatia;1995;male;6
Croatia;1995;female;1
Croatia;1996;male;72
Croatia;1996;male;27
Croatia;1996;male;221
Croatia;1996;female;4
Croatia;1996;male;9
Croatia;1996;male;8
Croatia;1996;female;115
Croatia;1996;female;65
Croatia;1996;female;22
Croatia;1996;female;18
Croatia;1996;male;5
Croatia;1996;female;3
Croatia;1997;male;65
Croatia;1997;male;269
Croatia;1997;female;55
Croatia;1997;male;223
Croatia;1997;male;72
Croatia;1997;female;93
Croatia;1997;male;6
Croatia;1997;female;59
Croatia;1997;female;29
Croatia;1997;female;16
Croatia;1997;male;3
Croatia;1997;female;2
Croatia;1998;male;78
Croatia;1998;male;274
Croatia;1998;male;236
Croatia;1998;female;43
Croatia;1998;male;93
Croatia;1998;female;132
Croatia;1998;male;61
Croatia;1998;female;75
Croatia;1998;female;18
Croatia;1998;female;14
Croatia;1998;male;3
Croatia;1998;female;2
Croatia;1999;male;77
Croatia;1999;male;225
Croatia;1999;male;245
Croatia;1999;female;41
Croatia;1999;male;93
Croatia;1999;female;132
Croatia;1999;male;71
Croatia;1999;female;7
Croatia;1999;female;15
Croatia;1999;female;14
Croatia;1999;male;5
Croatia;1999;female;1
Croatia;2000;male;77
Croatia;2000;male;229
Croatia;2000;male;249
Croatia;2000;female;5
Croatia;2000;male;77
Croatia;2000;female;99
Croatia;2000;male;57
Croatia;2000;female;64
Croatia;2000;female;12
Croatia;2000;female;9
Croatia;2000;male;3
Croatia;2001;male;67
Croatia;2001;male;228
Croatia;2001;male;231
Croatia;2001;female;41
Croatia;2001;male;72
Croatia;2001;female;11
Croatia;2001;male;55
Croatia;2001;female;56
Croatia;2001;female;17
Croatia;2001;female;9
Croatia;2001;male;3
Croatia;2001;female;1
Croatia;2002;male;84
Croatia;2002;male;226
Croatia;2002;female;54
Croatia;2002;male;199
Croatia;2002;male;82
Croatia;2002;male;53
Croatia;2002;female;88
Croatia;2002;female;54
Croatia;2002;female;21
Croatia;2002;female;13
Croatia;2003;male;8
Croatia;2003;male;239
Croatia;2003;male;227
Croatia;2003;male;66
Croatia;2003;female;37
Croatia;2003;male;57
Croatia;2003;female;89
Croatia;2003;female;47
Croatia;2003;female;1
Croatia;2003;female;9
Croatia;2003;male;3
Croatia;2003;female;1
Croatia;2004;male;111
Croatia;2004;male;227
Croatia;2004;male;214
Croatia;2004;female;43
Croatia;2004;male;59
Croatia;2004;female;87
Croatia;2004;male;31
Croatia;2004;female;64
Croatia;2004;female;17
Croatia;2004;female;14
Croatia;2004;male;3
Croatia;2004;female;1
Croatia;2005;male;78
Croatia;2005;male;247
Croatia;2005;male;227
Croatia;2005;female;45
Croatia;2005;male;58
Croatia;2005;female;76
Croatia;2005;male;39
Croatia;2005;female;68
Croatia;2005;female;25
Croatia;2005;female;9
Croatia;2005;male;2
Croatia;2006;male;79
Croatia;2006;male;178
Croatia;2006;male;27
Croatia;2006;female;48
Croatia;2006;male;58
Croatia;2006;female;9
Croatia;2006;male;49
Croatia;2006;female;67
Croatia;2006;female;11
Croatia;2006;female;6
Croatia;2006;male;2
Croatia;2006;female;1
Croatia;2007;male;85
Croatia;2007;male;26
Croatia;2007;male;198
Croatia;2007;female;45
Croatia;2007;male;52
Croatia;2007;female;84
Croatia;2007;male;34
Croatia;2007;female;45
Croatia;2007;female;11
Croatia;2007;female;11
Croatia;2007;female;2
Croatia;2007;male;2
Croatia;2008;male;115
Croatia;2008;male;2
Croatia;2008;male;22
Croatia;2008;female;48
Croatia;2008;male;49
Croatia;2008;male;4
Croatia;2008;female;72
Croatia;2008;female;47
Croatia;2008;female;9
Croatia;2008;female;7
Croatia;2008;male;3
Croatia;2008;female;1
Croatia;2009;male;17
Croatia;2009;male;199
Croatia;2009;male;22
Croatia;2009;female;53
Croatia;2009;male;45
Croatia;2009;male;44
Croatia;2009;female;63
Croatia;2009;female;45
Croatia;2009;female;7
Croatia;2009;female;4
Croatia;2009;male;3
Croatia;2010;male;99
Croatia;2010;male;215
Croatia;2010;male;186
Croatia;2010;female;46
Croatia;2010;male;4
Croatia;2010;male;44
Croatia;2010;female;75
Croatia;2010;female;5
Croatia;2010;female;13
Croatia;2010;female;7
Croatia;2010;female;1
Croatia;2011;male;95
Croatia;2011;male;188
Croatia;2011;male;148
Croatia;2011;male;63
Croatia;2011;female;43
Croatia;2011;female;68
Croatia;2011;male;24
Croatia;2011;female;52
Croatia;2011;female;11
Croatia;2011;female;8
Croatia;2011;male;2
Croatia;2012;male;99
Croatia;2012;male;27
Croatia;2012;male;21
Croatia;2012;female;46
Croatia;2012;male;51
Croatia;2012;male;35
Croatia;2012;female;73
Croatia;2012;female;42
Croatia;2012;female;13
Croatia;2012;female;5
Croatia;2012;male;3
Croatia;2012;female;1
Croatia;2013;male;85
Croatia;2013;male;174
Croatia;2013;male;186
Croatia;2013;male;59
Croatia;2013;male;41
Croatia;2013;female;35
Croatia;2013;female;48
Croatia;2013;female;48
Croatia;2013;female;9
Croatia;2013;female;6
Croatia;2013;male;1
Croatia;2014;male;97
Croatia;2014;male;193
Croatia;2014;male;167
Croatia;2014;female;42
Croatia;2014;male;37
Croatia;2014;male;42
Croatia;2014;female;71
Croatia;2014;female;49
Croatia;2014;female;12
Croatia;2014;female;11
Croatia;2014;female;1
Croatia;2015;male;14
Croatia;2015;male;27
Croatia;2015;male;155
Croatia;2015;female;56
Croatia;2015;male;41
Croatia;2015;male;34
Croatia;2015;female;75
Croatia;2015;female;51
Croatia;2015;female;7
Croatia;2015;female;6
Croatia;2015;female;2
Croatia;2015;male;1
Croatia;2016;male;14
Croatia;2016;male;187
Croatia;2016;male;146
Croatia;2016;male;48
Croatia;2016;female;4
Croatia;2016;female;69
Croatia;2016;male;3
Croatia;2016;female;47
Croatia;2016;female;6
Croatia;2016;female;6
Cuba;1992;male;227
Cuba;1992;male;347
Cuba;1992;female;7
Cuba;1992;female;21
Cuba;1992;male;376
Cuba;1992;female;231
Cuba;1992;male;214
Cuba;1992;female;256
Cuba;1992;female;183
Cuba;1992;male;164
Cuba;1992;female;16
Cuba;1992;male;5
Cuba;1993;male;257
Cuba;1993;male;382
Cuba;1993;female;84
Cuba;1993;female;262
Cuba;1993;male;371
Cuba;1993;male;245
Cuba;1993;female;254
Cuba;1993;female;178
Cuba;1993;female;179
Cuba;1993;male;152
Cuba;1993;female;7
Cuba;1993;male;3
Cuba;1994;male;246
Cuba;1994;male;41
Cuba;1994;female;229
Cuba;1994;male;399
Cuba;1994;female;61
Cuba;1994;male;252
Cuba;1994;female;235
Cuba;1994;female;152
Cuba;1994;female;156
Cuba;1994;male;142
Cuba;1994;female;4
Cuba;1994;male;1
Cuba;1995;male;248
Cuba;1995;male;372
Cuba;1995;female;68
Cuba;1995;male;374
Cuba;1995;male;276
Cuba;1995;female;171
Cuba;1995;female;241
Cuba;1995;female;162
Cuba;1995;female;161
Cuba;1995;male;138
Cuba;1995;female;1
Cuba;1995;male;1
Cuba;1996;male;228
Cuba;1996;male;344
Cuba;1996;male;43
Cuba;1996;female;61
Cuba;1996;male;249
Cuba;1996;female;157
Cuba;1996;female;21
Cuba;1996;male;128
Cuba;1996;female;113
Cuba;1996;female;121
Cuba;1996;female;7
Cuba;1996;male;2
Cuba;1997;male;24
Cuba;1997;male;353
Cuba;1997;male;446
Cuba;1997;female;65
Cuba;1997;male;246
Cuba;1997;female;162
Cuba;1997;female;216
Cuba;1997;male;111
Cuba;1997;female;17
Cuba;1997;female;72
Cuba;1997;female;6
Cuba;1997;male;5
Cuba;1998;male;253
Cuba;1998;male;395
Cuba;1998;male;413
Cuba;1998;female;72
Cuba;1998;female;172
Cuba;1998;male;232
Cuba;1998;female;215
Cuba;1998;male;14
Cuba;1998;female;86
Cuba;1998;female;18
Cuba;1998;male;4
Cuba;1998;female;2
Cuba;1999;male;226
Cuba;1999;male;365
Cuba;1999;male;495
Cuba;1999;male;267
Cuba;1999;female;182
Cuba;1999;female;59
Cuba;1999;male;19
Cuba;1999;female;182
Cuba;1999;female;64
Cuba;1999;female;92
Cuba;1999;female;5
Cuba;1999;male;4
Cuba;2000;male;24
Cuba;2000;male;318
Cuba;2000;male;432
Cuba;2000;male;248
Cuba;2000;female;55
Cuba;2000;female;147
Cuba;2000;male;14
Cuba;2000;female;175
Cuba;2000;female;14
Cuba;2000;female;51
Cuba;2000;male;4
Cuba;2000;female;3
Cuba;2001;male;192
Cuba;2001;male;333
Cuba;2001;male;385
Cuba;2001;male;212
Cuba;2001;female;133
Cuba;2001;female;44
Cuba;2001;male;76
Cuba;2001;female;147
Cuba;2001;female;74
Cuba;2001;female;48
Cuba;2001;male;5
Cuba;2001;female;3
Cuba;2002;male;198
Cuba;2002;male;291
Cuba;2002;male;4
Cuba;2002;female;63
Cuba;2002;male;189
Cuba;2002;female;12
Cuba;2002;female;16
Cuba;2002;male;68
Cuba;2002;female;84
